issuer_code,official_listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,share_registry,share_registry_telephone,,,,,,,,,,
AUQ,24/5/07,Materials,No,http://www.alararesources.com,"Suite 1.02, 110 Erindale Road, BALCATTA, WA, AUSTRALIA, 6021",+61 8 9240 4211,+968 2449 2491,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
ALY,26/11/07,Materials,No,http://www.alchemyresources.com.au,"Suite 8, 8 Clive Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9481 4400,+61 8 9481 4404,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
ALC,24/6/11,Health Care Equipment & Services,No,http://www.alcidion.com,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",1800 767 873,+61 8 8271 2644,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
AL8,9/6/17,Materials,No,http://www.alderanresources.com.au,"Suite 23, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6143 6711,+61 8 9388 8824,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
ARN,13/9/18,Materials,No,http://www.aldororesources.com,"Suite 2, Level 1,, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6381 0035,-,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
LEP,12/11/03,Real Estate,No,http://www.alegroup.com.au,"Level 10,, 6 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8231 8588,(02) 8231 8500,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
AJX,22/12/99,Materials,No,http://www.alexiuminternational.com,"Level 18 Central Park, 152-158 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",+61 8 9278 2538,+61 8 6314 1623,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
AQI,19/9/12,Materials,No,http://www.alicantominerals.com.au,"Level 3, 24 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6279 9425,(08) 6500 9989,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
AQX,9/9/04,Materials,No,http://www.alicequeen.com.au,"Level 2 Rear 568 Chapel Street, (Entrance Oxford Street), SOUTH YARRA, VIC, AUSTRALIA, 3141",03 8669 1408,03 9620 5200,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
A40,5/12/18,Materials,No,http://www.alitaresources.com.au,"Level 3, 20 Parkland Road, OSBORNE PARK, WA, AUSTRALIA, 6017",08 9389 2600,894892600,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
ALK,7/10/80,Materials,No,http://www.alkane.com.au,"89 Burswood Road, BURSWOOD, WA, AUSTRALIA, 6100",+61 8 9227 5677,+61 8 9227 8178,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
AHQ,29/5/12,Materials,No,http://www.allegiancecoal.com.au,"Suite 107, 109 Pitt St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9233 5579,(02) 9233 1349,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
AMT,5/12/07,Health Care Equipment & Services,No,http://www.asdm.com.au,"Level 8, 18-20 Orion Road, LANE COVE WEST, NSW, AUSTRALIA, 2066",02 9439 4448,02 9439 4441,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
AQZ,20/12/11,Transportation,No,http://www.allianceairlines.com.au,"81 Pandanus Avenue, EAGLE FARM, QLD, AUSTRALIA, 4009",(07) 3212 1212,(07) 3212 1522,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
AGS,19/10/94,Materials,No,http://www.allianceresources.com.au,"Suite 3, 51 - 55 City Road, SOUTHBANK, VIC, AUSTRALIA, 3006",+61 3 9697 9090,+61 3 9697 9091,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
AGE,3/2/11,Energy,No,http://www.alligatorenergy.com.au,"Suite 2, 128 Bowen Street, SPRING HILL, QLD, AUSTRALIA, 4000",(07) 3839 3904,07 3839 3904,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
AYR,6/4/06,Materials,No,http://www.alloyres.com,"Suite 6, 7 The Esplanade, MOUNT PLEASANT, WA, AUSTRALIA, 6153",+61 8 9316 9100,+61 8 9315 5475,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
A4N,22/10/07,Materials,No,,"Level 2, 66 Hunter Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9300 3310,02 9221 6333,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
ALQ,18/7/52,Commercial & Professional Services,No,http://www.alsglobal.com,"32, Shand Street, STAFFORD, BRISBANE, QLD, AUSTRALIA, 4053",(07) 3367 7900,(07) 3367 8156,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
ARS,23/12/15,Materials,No,http://www.altresources.com.au,"64 Industrial Drive, MAYFIELD, NSW, AUSTRALIA, 2304",1300 66 0001,1300 66 0001,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
AZI,24/12/09,Materials,No,http://www.altazinc.com,"Level 3, Suite 3.5, 9 Bowman Street, SOUTH PERTH, WA, AUSTRALIA, 6151",+61 8 9321 5000,+61 8 9321 7177,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
ATC,27/1/10,Materials,No,http://www.altechchemicals.com,"Suite 8, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6168 1555,+61 8 6168 1551,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
ATH,28/3/00,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.alteritytherapeutics.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",(03) 93494906,(03) 93494906,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
AIQ,8/5/05,Not Applic,No,http://www.thealternativeinvestmenttrust.com,"Level 16, Governor Macquarie Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 8277 0000,+61 2 8580 5700,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
1AG,16/5/08,Commercial & Professional Services,No,http://www.alterra.com.au,"144 Northwood Street, WEST LEEDERVILLE, WA, AUSTRALIA, 6007",+61 8 9204 8400,+61 8 9204 8499,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
AGH,21/9/18,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.althea.life,"Althea Company Pty Ltd, Suite 2, Level 37, 360 Elizabeth Street, MELBOURNE, VIC, AUSTRALIA, 3000",+613 9427 7552,+613 8672 7687,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
ALU,4/8/99,Software & Services,No,http://www.altium.com,"Level 6, Tower B, The Zenith, 821 Pacific Highway, CHATSWOOD, NSW, AUSTRALIA, 2067",+61 2 9474 7890,+61 2 9410 0509,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
AME,20/12/12,Materials,No,http://www.altometals.com.au,"Suite 9, 12-14 Thelma Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9381 2808,(08) 9321 6084,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
AJM,8/1/01,Materials,No,http://www.alturamining.com,"Level 2, 23 Barrack Street, PERTH, WA, AUSTRALIA, 6000",+61 8 9488 5100,+61 8 9488 5199,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
AWC,31/10/61,Materials,No,http://www.aluminalimited.com,"Level 12, IBM Centre, 60 City Road, SOUTHBANK, VIC, AUSTRALIA, 3006",03 8699 2600,03 8699 2699,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
AMA,31/8/06,Commercial & Professional Services,No,http://www.amagroupltd.com,"Level 4, 130 Bundall Road, BUNDALL, QLD, AUSTRALIA, 4217",(07) 5628 3272,(07) 3283 1168,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
3DA,6/12/19,Capital Goods,No,http://www.amaero.com.au/,"Level 1, Tonsley Boulevard, CLOVELLY PARK, SA, AUSTRALIA, 5042",03 9905 9847,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
ANL,14/12/06,Materials,No,http://www.amanigold.com,"Suite 6, 149 Brebner Drive, WEST LAKES, SA, AUSTRALIA, 5021",1300 258985,-,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
AYS,15/7/15,Utilities,No,http://www.amaysim.com.au,"Level 6, 17-19 Bridge Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8203 0100,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
AMO,10/12/04,Technology Hardware & Equipment,No,http://www.ambertech.com.au,"Unit 1, 2 Daydream Street, WARRIEWOOD, NSW, AUSTRALIA, 2102",(02) 9998 7600,(02) 9999 0770,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
AMB,23/11/99,Commercial & Professional Services,No,https://www.ambition.com.au,"Level 5, 55 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9249 5000,(02) 9249 5050,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
AMH,10/2/00,Not Applic,No,http://www.amcil.com.au/,"Level 21, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9650 9911,(03) 9650 9100,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
AMC,28/8/69,Materials,Yes,http://www.amcor.com,"Level 11, 60 City Road, SOUTHBANK, VIC, AUSTRALIA, 3006",61 3 9226 9000,61 3 9226 9050,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
ABR,28/7/17,Materials,No,http://www.americanpacificborate.com,"Level 24, Allendale Square, 77 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 6141 3145,08 6141 3101,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
ARR,17/2/11,Materials,No,http://www.bhpl.net.au,"Suite 706, Level 7, 89 York Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8054 9779,(02) 9252 8400,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
AL3,20/4/20,Capital Goods,No,http://www.aml3d.com,"14 Pentland Road, SALISBURY SOUTH, SA, AUSTRALIA, 5106",08 8258 2658,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
AMP,15/6/98,Diversified Financials,No,http://www.amp.com.au/,"AMP Building, 33 Alfred Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9257 5000,(02) 9257 7178,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
ATX,23/12/13,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.ampliatx.com,"Level 29, 55 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(02) 8003 3650,(02) 9225 5050,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
ALD,31/12/80,Energy,No,http://www.caltex.com.au/,"Level 24, 2 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9250 5000,(02) 9250 5018,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
ALT,25/10/00,Health Care Equipment & Services,No,http://www.analyticamedical.com,"C/- Avance Chartered Accountants, 222 Bazaar Street, MARYBOROUGH, QLD, AUSTRALIA, 4650",1300 554 474,02 9287 0303,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
ANR,16/10/14,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://anataralifesciences.com,"433 Logan Road, Stones Corner, BRISBANE, QLD, AUSTRALIA, 4120",07 3831 8866,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
ADN,17/9/96,Materials,No,http://www.andromet.com.au,"69 King William Road, UNLEY, SA, AUSTRALIA, 5061",(08) 8271 0600,(08) 8271 0033,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
ATM,9/8/99,Materials,No,http://www.antam.com,"c/- Eko Endriawan, Gedung Aneka Tambang 6th Floor, Lingkar Selatan, Tanjung Barat, AUSTRALIA,",+62 21 789 1234,+62 21 781 2822,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
AS1,21/2/18,"Food, Beverage & Tobacco",No,http://www.angelseafood.com.au,"48 Proper Bay Road, PORT LINCOLN, SA, AUSTRALIA, 5606",0456 401 272,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
AAR,13/11/86,Materials,No,http://www.anglo.com.au,"Suite 2, 6 Lyall Street, SOUTH PERTH, WA, AUSTRALIA, 6151",+61 8 9382 8822,555 555 555,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
AGG,16/11/99,Materials,Yes,http://www.anglogoldashanti.com,"76 Jeppe Street, Newtown, AUSTRALIA,",+27 11 637 6000,+27 11 637 6624,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
AWV,18/5/11,Materials,No,http://www.anovametals.com.au,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 08 9481 0389,+61 08 9463 6103,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
ANN,22/8/85,Health Care Equipment & Services,No,http://www.ansell.com,"Level 3, 678 Victoria Street, Richmond, VIC, AUSTRALIA, 3121",(03) 9270 7270,(03) 9270 7300,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
ANA,14/2/12,Energy,No,http://www.ansilaenergy.com.au/,"Level 1, 89 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9226 2011,+61 8 9226 2099,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
ASN,8/7/10,Materials,No,http://www.ansonresources.com/,"Level 1, 35 Outram St, WEST PERTH, WA, AUSTRALIA, 6005",+61 478 491 355,08 6313 4133,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
ADO,7/4/00,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.anteodx.com,"Unit 4, 26 Brandl Street, Eight Mile Plains, QLD, AUSTRALIA, 4113",(07) 3219 0085,(07) 3219 0553,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
AVR,24/3/04,Health Care Equipment & Services,No,http://www.anteristech.com,"Toowong Tower, Level 3, 9 Sherwood Rd, TOOWONG, QLD, AUSTRALIA, 4066",+61 1300 550 310,+61 1300 880 398,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
AZY,20/4/11,Materials,No,http://www.antipaminerals.com.au,"Level 2, 16 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9481 1103,+61 8 9481 0117,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
APL,18/10/16,Not Applic,No,https://antipodespartners.com/apl/,"Level 19, 307 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 010 311,02 8970 7799,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
ANP,20/12/01,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.antisense.com.au/,"6 - 8 Wallace Avenue, TOORAK, VIC, AUSTRALIA, 3142",(03) 9827 8999,+61 3 9859 7701,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
APE,17/4/57,Retailing,No,http://www.apeagers.com.au,"5 Edmund Street, NEWSTEAD, QLD, AUSTRALIA, 4006",(07) 3608 7100,(07) 3608 7101,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
APA,13/6/00,Utilities,No,http://www.apa.com.au,"Level 25, 580 George Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9693 0000,02 9693 0093,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
AHX,15/12/15,Health Care Equipment & Services,No,http://www.apiam.com.au,"27 - 33 Piper Lane, EAST BENDIGO, VIC, AUSTRALIA, 3550",(03) 5445 5999,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
AQR,27/7/17,Real Estate,No,http://crreit.com.au,"Level 30, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 8656 1000,-,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
ADI,3/12/13,Real Estate,No,http://www.industriareit.com.au,"APN Funds Management Limited, Level 30, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8656 1000,TBA,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
APD,23/6/05,Diversified Financials,No,http://www.apngroup.com.au,"Level 30, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8656 1000,(03) 8656 1010,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
AOP,29/6/05,Materials,No,http://www.apolloconsolidated.com.au,"1202 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9320 4700,+61 8 6314 1557,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
AON,31/10/07,Materials,No,http://www.apollominerals.com,"Level 9, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9322 6322,(08) 9322 6558,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
AOR,12/8/13,Not Applic,No,,"SME Management Pty Limited, Level 28, Brisbane Square, 266 George Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3362 4032,-,"PERPETUAL TRUSTEE COMPANY LIMITED
                    LEVEL 7, 9 CASTLEREAGH STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
AOL,19/2/16,Not Applic,No,http://www.suncorpbank.com.au/financial-services/treasury/wh,".SME Management Pty Limited, Level 28, Brisbane Square, 266 George Street, .BRISBANE, QLD, AUSTRALIA, 4000",07 3362 4032,07 3031 2163,"PERPETUAL TRUSTEES CONSOLIDATED LIMITED
                    LEVEL 12, ANGEL PLACE, 123 PITT STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
AO2,17/11/17,Not Applic,No,,"tba, ., ., AUSTRALIA, .",tba,-,"PERPETUAL TRUSTEE COMPANY LIMITED
                    LEVEL 7, 9 CASTLEREAGH STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
AO3,18/6/18,Not Applic,No,,"Level 28, 266 George St,, Brisbane Square, BRISBANE, QLD, AUSTRALIA, 4000",tba,-,"PERPETUAL TRUSTEE COMPANY LIMITED
                    LEVEL 7, 9 CASTLEREAGH STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
ATL,4/11/16,Automobiles & Components,No,http://www.apollocamper.com,"698 Nudgee Road, NORTHGATE, QLD, AUSTRALIA, 4013",07 3265 9200,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
APX,7/1/15,Software & Services,No,http://www.appen.com,"Level 6, 9 Help Street, CHATSWOOD, NSW, AUSTRALIA, 2067",(02) 9468 6300,(02) 9468 6311,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
APV,27/8/19,Software & Services,No,https://www.appv.co,"C/- Steinepreis Paganin Level 4, 16 Milligan Street, PERTH, WA, AUSTRALIA, 6000",02 8379 2961,02 8379 2961,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
AQS,2/12/11,Consumer Services,No,http://www.aquisentertainment.com,"21 Binara St, CANBERRA, ACT, AUSTRALIA, 2601",(02) 6257 7074,(02) 6257 7079,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
