issuer_code,listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,registry_id
AON,2007-10-31,Materials,No,http://www.apollominerals.com,"Level 9, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9322 6322,(08) 9322 6558,3
AOR,2013-8-12,Not Applic,No,,"SME Management Pty Limited, Level 28, Brisbane Square, 266 George Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3362 4032,-,34
AOL,2016-2-19,Not Applic,No,http://www.suncorpbank.com.au/financial-services/treasury/wh,".SME Management Pty Limited, Level 28, Brisbane Square, 266 George Street, .BRISBANE, QLD, AUSTRALIA, 4000",07 3362 4032,07 3031 2163,35
AO2,2017-11-17,Not Applic,No,,"tba, ., ., AUSTRALIA, .",tba,-,34
AO3,2018-6-18,Not Applic,No,,"Level 28, 266 George St,, Brisbane Square, BRISBANE, QLD, AUSTRALIA, 4000",tba,-,34
ATL,2016-11-4,Automobiles & Components,No,http://www.apollocamper.com,"698 Nudgee Road, NORTHGATE, QLD, AUSTRALIA, 4013",07 3265 9200,-,15
APX,2015-1-7,Software & Services,No,http://www.appen.com,"Level 6, 9 Help Street, CHATSWOOD, NSW, AUSTRALIA, 2067",(02) 9468 6300,(02) 9468 6311,23
APV,2019-8-27,Software & Services,No,https://www.appv.co,"C/- Steinepreis Paganin Level 4, 16 Milligan Street, PERTH, WA, AUSTRALIA, 6000",02 8379 2961,02 8379 2961,3
AQS,2011-12-2,Consumer Services,No,http://www.aquisentertainment.com,"21 Binara St, CANBERRA, ACT, AUSTRALIA, 2601",(02) 6257 7074,(02) 6257 7079,8
ARU,2003-11-5,Materials,No,http://www.arultd.com,"Level 6, 432 Murray Street, PERTH, WA, AUSTRALIA, 6000",+61 8 6210 7666,+61 8 9221 7966,22
ARB,1987-6-26,Automobiles & Components,No,http://www.arb.com.au,"42-44 Garden Street, KILSYTH, VIC, AUSTRALIA, 3137",(03) 9761 6622,(03) 9761-6807,19
AXE,2007-8-14,Materials,No,https://archerx.com.au,"Level 1, 28 Greenhill Road, WAYVILLE, SA, AUSTRALIA, 5034",(08) 8272 3288,(08) 8272 3888,18
AR9,2018-9-21,Software & Services,No,http://www.archtis.com/,"Level 3, archTIS House, 10 National Circuit, BARTON, ACT, AUSTRALIA, 2600",02 6162 2783,02 6162 2418,4
ARL,2017-2-9,Materials,No,http://www.ardearesources.com.au,"Suite 2, 45 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6244 5136,08 6500 9200,3
ALG,2018-11-30,Consumer Services,No,https://www.ardentleisure.com/,"Level 8, 60 Miller Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 9168 4600,02 9168 4601,23
ADV,2005-10-25,Materials,No,http://www.ardiden.com.au,"Level 1, 34 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 7600,(08) 9322 7602,16
ARF,2013-6-13,Real Estate,No,http://www.arena.com.au,"Level 5, 41 Exhibition Street, MELBOURNE, VIC, AUSTRALIA, 3000",1800 008 494,(03) 9093 9093,8
ARD,2008-4-3,Materials,No,http://www.argentminerals.com.au,"Suite 1, Ground Floor, 18 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",+61 2 9300 3390,+61 2 9221 6333,17
AXT,2006-12-11,Materials,No,http://www.argoexploration.com.au,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",(03) 9692 7222,(03) 9077 9233,1
ALI,2015-7-3,Not Applic,No,http://www.argoinfrastructure.com.au,"Level 25, 91 King William Street, ADELAIDE, SA, AUSTRALIA, 5000",(08) 8210 9555,08 8212 1658,8
ARG,1963-3-31,Not Applic,No,http://www.argoinvestments.com.au/,"Level 25, 91 King William Street, ADELAIDE, SA, AUSTRALIA, 5000",(08) 8210 9500,(08) 8212 1658,8
ARE,1986-1-23,Materials,No,http://www.argonautresources.com,"Level 1, 63 Waymouth Street, ADELAIDE, SA, AUSTRALIA, 5000",08 82310381,08 82316092,4
AGY,1997-4-3,Materials,No,http://www.argosyminerals.com.au,"Level 2, 22 Mount Street, PERTH, WA, AUSTRALIA, 6000",+61 8 6188 8181,+61 8 6188 8182,3
ARA,1982-10-12,Commercial & Professional Services,No,http://www.ariadne.com.au,"Level 27, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8227 5500,(02) 8227 5511,15
ALL,1996-7-9,Consumer Services,No,http://www.aristocrat.com,"Building A, Pinnacle Office Park, 85 Epping Road, NORTH RYDE, NSW, AUSTRALIA, 2113",+61 2 9013 6000,+61 2 9151 1495,8
AHK,2011-5-9,Materials,No,http://www.arkmines.com.au,"Level 11, 37 Bligh Street, SYDNEY, NSW, AUSTRALIA, 2000",0400 408 550,02 9233 3828,31
AJQ,2012-4-26,Energy,No,http://www.armourenergy.com.au,"Level 27, 111 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3303 0620,(07) 3303 0681,24
ARX,,Class Pend,No,http://www.aroabio.com,"2 Kingsford Smith Place,, MANGERE, AUC, NEW ZEALAND, 2022",+64 9 8693035,-,8
AMD,2005-10-28,Materials,No,http://www.arrowminerals.com.au,"Unit 18, 40 St Quentin Ave, CLAREMONT, WA, AUSTRALIA, 6010",+61 8 9383 3330,+61 8 9486 4799,1
ARV,2007-3-16,Materials,No,http://www.artemisresources.com.au,"Suite 1, 11 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",+61 2 9078 7670,+61 2 9078 7661,3
AAJ,2010-7-23,Materials,No,http://www.arumaresources.com,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",+61 8 93210177,+61 8 92263764,1
AHY,2014-6-27,Household & Personal Products,No,http://www.asaleocare.com,"30-32 Westall Road, SPRINGVALE, VIC, AUSTRALIA, 3171",(03) 95502999,95502999,23
AJY,2012-11-16,Materials,No,http://www.asaplusresources.com,"21 Bukit Batok Crescent #15-74, WCEGA TOWER, AUSTRALIA,",+65 6602 1840,+65 6491 6407,25
AFA,1985-5-29,Diversified Financials,No,http://www.asfgroupltd.com,"Suite 2,  3B Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9251 9088,(02) 9251 9066,8
ASH,2014-8-21,Commercial & Professional Services,No,http://www.ashleyservicesgroup.com.au,"Level 10, 92 Pitt St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9216 4747,02 92221 6677,25
AJJ,2007-3-19,Health Care Equipment & Services,No,http://www.aamg.co,"25 Peel Street, ADELAIDE, SA, AUSTRALIA, 5000",08 81100999,08 81100900,18
ATB,2001-7-13,Not Applic,No,http://www.adb.org,"6 ADB Avenue, Mandaluyong City, AUSTRALIA,",+63 2 632 4444,+63 2 636 2444,38
APZ,1991-4-11,Real Estate,No,http://www.aspengroup.com.au/,"21 Oxford Street, BONDI JUNCTION, NSW, AUSTRALIA, 2022",+61 2 9151 7500,+61 2 9151 7599,23
ASP,2000-4-27,Media & Entertainment,No,http://www.aspermont.com,"613 - 619 Wellington Street, PERTH, WA, AUSTRALIA, 6000",+61 8 6263 9100,+61 8  6263 9148,4
AKM,2007-2-6,Materials,No,http://www.aspiremininglimited.com/,"Level 9, 182 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9287 4555,+61 8 9321 4914,4
AO1,2011-5-30,Software & Services,No,https://investors.assetowl.com/,"Level 14, 225 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9424 9320,(08) 9321 5932,3
AIR,2009-12-16,Capital Goods,No,http://www.astivita.com.au,"1821 Ipswich Road, ROCKLEA, QLD, AUSTRALIA, 4106",07 3726 2000,07 3103 4717,15
ARO,1986-8-14,Materials,No,http://www.aro.com.au/,"Suite 6, Level 5, 189 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 8046 2799,02 8046 2799,27
ATR,1983-11-11,Materials,No,http://www.astronlimited.com.au,"c/o Pamela Menzies, Unit 117, 107-115 Pacific Highway, HORNSBY, NSW, AUSTRALIA, 2077",+61 3 5385 7088,+61 3 5385 7050,17
ASX,1998-10-14,Diversified Financials,No,http://www.asx.com.au,"20 Bridge Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9227 0000,(02) 9227 0480,27
AHN,2006-11-22,Materials,No,http://www.athenaresources.com.au,"24 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9222 5888,+61 8 9222 5810,16
ALX,2010-1-25,Transportation,No,https://www.atlasarteria.com/,"Level 5, 141 Flinders Lane, MELBOURNE, VIC, AUSTRALIA, 3000",(02) 8232 7455,(02) 8232 4713,17
ATP,1993-12-31,Consumer Durables & Apparel,No,http://www.atlaspearls.com.au,"Shop 1, 47-49 Bay View Terrace, CLAREMONT, WA, AUSTRALIA, 6010",+61 8 9284 4249,+61 8 9284 3031,16
AT1,2020-4-16,Health Care Equipment & Services,No,https://atomodiagnostics.com/,"Level 2, 701-703 Parramatta Road, LEICHHARDT, NSW, AUSTRALIA, 2040",+61 2 9099 4750,-,23
AMS,2018-12-28,Consumer Durables & Apparel,No,http://www.atomos.com,"29 Nott Street, PORT MELBOURNE, VIC, AUSTRALIA, 3207",+61 2 9999 5908,-,8
ATU,2012-7-24,Materials,No,http://www.atrumcoal.com,"Suite 103, Level 1, 2 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 2 8249 1884,+61 2 8249 1800,3
AUB,2005-11-16,Insurance,No,http://www.aubgroup.com.au,"Level 14, 141 Walker Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9935 2222,(02) 9247 8086,23
AIA,1999-2-22,Transportation,Yes,http://www.aucklandairport.co.nz/,"PO Box 73020, Auckland Airport, Auckland 2150, AUCKLAND, ., NEW ZEALAND, 2150",64-9-255 9223,64-9-256-8868,23
AVC,2011-8-10,Diversified Financials,No,http://www.auctusinvest.com/,"Level 7, 90 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9088 8670,(03) 9077 9233,16
ACP,2011-7-6,Materials,No,http://www.audalia.com.au,"Level 1, Office F, 1139 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9321 0715,+61 8 9321 0721,1
AD8,2017-6-30,Technology Hardware & Equipment,No,http://www.audinate.com,"Level 7, 64 Kippax Street, SURRY HILLS, NSW, AUSTRALIA, 2010",02 8280 7100,-,23
AKP,2004-12-24,Consumer Durables & Apparel,No,http://www.audiopixels.com.au,"Suite 2, Level 12, 75 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9233 5015,(02) 9232 3411,17
AKN,2007-10-29,Materials,No,http://www.cycal.com.au,"Level 5, 10 Market Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3535 1208,07 3108 3501,24
AU8,2011-12-7,Retailing,No,http://www.aumake.com.au,"Suite 1.01, 22-36 Mountain Street, ULTIMO, NSW, AUSTRALIA, 2007",02 8330 8844,-,16
AEE,2006-5-30,Energy,No,http://www.auraenergy.com.au,"Level 1, 34-36 Punt Rd, WINDSOR, VIC, AUSTRALIA, 3181",+61 3 9516 6500,+61 3 9516 6565,16
AMI,2007-5-8,Materials,No,http://www.aureliametals.com.au,"Level 17, 144 Edward Street, BRISBANE, QLD, AUSTRALIA, 4000",(02) 6363 5200,(02) 6361 4711,3
AUR,2001-3-15,Materials,No,http://www.aurisminerals.com.au,"Level 3, 18 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",861094333,894899201,3
AZJ,2010-11-22,Transportation,No,http://www.aurizon.com.au,"Level 8, 900 Ann Street, FORTITUDE VALLEY, QLD, AUSTRALIA, 4006",132332,(07) 3019 0720,15
AOU,2011-9-1,Materials,No,http://www.aurochminerals.com,"Suite 6, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6555 2950,+61 8 6166 0261,3
ABW,2006-7-10,Not Applic,No,http://www.aurorafunds.com.au,"Level 6, Suite 613, 370 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",1300553431,1300553431,8
AIB,2007-12-24,Not Applic,No,http://www.aurorafunds.com.au,"Suite 613, Level 6, 370 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",1300 553 431,1300 553 431,8
A3D,2016-8-16,Capital Goods,No,http://www.auroralabs3d.com,"Unit 2, 79 Bushland Ridge, BIBRA LAKE, WA, AUSTRALIA, 6163",08 94341934,08 94341934,3
ARM,2004-6-15,Materials,No,http://www.auroraminerals.com,"Suite 2, Level 2,, 20 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6143 1840,+61 8 9321 4692,16
AUP,2007-7-26,Not Applic,No,http://www.aurorafunds.com.au,"Suite 613, Level 6, 370 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",1300 553 431,(00) 0000 0000,8
ANW,2010-10-21,Materials,No,http://www.austinmining.com.au,"Level 27, 111 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3303 0611,07 3303 0681,24
AC8,1989-5-3,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.auscann.com.au/,"Level 5, 35 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6305 0705,+61 8 6255 5031,18
AUC,2009-12-16,Materials,No,http://www.ausgoldlimited.com,"Level 16, AMP Building, 140 St George's Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9220 9890,+61 8 9220 9820,3
AMG,2012-5-3,Materials,No,https://ausmexgroup.com.au,"Level 14, 309 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9248 0104,+61 2 9994 8008,3
AOA,2009-3-31,Materials,No,http://www.ausmonresources.com.au,"'World Tower' Suite 1312, 87-89 Liverpool Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9264 6988,(02) 9283 7166,8
ANV,2013-7-26,Not Applic,No,http://www.ausnetservices.com.au,"Level 31, 2 Southbank Boulevard, SOUTHBANK, VIC, AUSTRALIA, 3006",03 9695 6000,03 9695 6666,
AST,2005-12-14,Utilities,No,http://www.ausnetservices.com.au,"Level 31, 2 Southbank Blvd, SOUTHBANK, VIC, AUSTRALIA, 3006",03 9695 6000,03 9695 6666,19
AQD,2003-11-25,Materials,No,http://www.ausquest.com.au,"C/- Nexia Perth, Level 3, 88 William Street, PERTH, WA, AUSTRALIA, 6000",+61 8 9463 2463,+61 8 9463 2499,1
ASB,1998-12-8,Capital Goods,No,http://www.austal.com,"100 Clarence Beach Road, HENDERSON, WA, AUSTRALIA, 6166",+61 8 9410 1111,+61 8 9410 2564,22
AUL,2006-11-22,Materials,No,http://www.austargold.com,"6 Bridge Street, WOODS POINT, VIC, AUSTRALIA, 3723",(03) 5777 8268,(07) 3839 4386,4
AUH,2003-3-17,Energy,No,http://www.austchinaholdings.com,"C/- Stanley Yeates & Associates, Chartered Accountants, Level 16, 344 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3229 6606,07 38189944,24
ANG,2004-3-9,Capital Goods,No,http://www.austineng.com.au,"Kings Row 1, Level G, 40-52 McDougall Street, MILTON, QLD, AUSTRALIA, 4064",+61 (7) 3723 8600,+61 (7) 3723 8600,19
APG,1986-7-24,Materials,No,,"Level 5, 37 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9252 2599,02 9252 8299,23
AGD,1997-4-18,Materials,No,http://www.australgold.com,"Automic Group, Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9380 7233,+61 2 8354 0992,17
ANZ,1969-9-30,Banks,No,http://www.anz.com.au/,"ANZ Centre Melbourne, Level 9, 833 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",03 9273 5555,+61 3 8542 5252,19
AYM,2011-9-19,Materials,No,http://www.australiaunitedmining.com.au,"Suite 3, Level 14, 189 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9252 4525,+61 2 9252 4525,19
AAC,2001-8-10,"Food, Beverage & Tobacco",No,http://www.aaco.com.au,"Tower A, Level 1, Gasworks Plaza, 76 Skyring Terrace, NEWSTEAD, QLD, AUSTRALIA, 4006",(07) 3368 4449,07 3367 8612,24
AAP,2004-1-7,"Food, Beverage & Tobacco",No,http://www.voopl.com.au,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",+61 8 6389 2688,+61 8 6389 2588,16
ABX,2009-12-24,Materials,No,http://www.australianbauxite.com.au,"Level 2, 131 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9251 7177,(02) 9251 7500,19
XCL,1971-2-26,Not Applic,No,http://www.rba.gov.au,"Australian Office of Financial Managment, Level 1 Treasury Building, Langton Crescent, PARKES, ACT, AUSTRALIA, 2600",(02) 9551 8111,(02) 9551 8000,
AHF,2006-6-30,"Food, Beverage & Tobacco",No,http://www.adfl.com.au,"325 Manifold Street, CAMPERDOWN, VIC, AUSTRALIA, 3260",+61 3 8692 7284,+61 3 8692 7284,24
AYF,2006-10-17,Not Applic,No,http://www.eiml.com.au,"Level 10, 30 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8689 1348,(03) 9655 8492,1
AEF,2002-12-17,Diversified Financials,No,http://www.australianethical.com.au,"Level 12, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8276 6288,(02) 8276 6287,23
AFG,2015-5-22,Banks,No,http://www.afgonline.com.au,"100 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9420 7888,-,22
AFI,1962-6-30,Not Applic,No,http://www.afi.com.au/,"Level 21, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9650 9911,(03) 9650 9100,19
AGM,2018-7-16,Not Applic,No,http://www.governanceandethicalfund.com.au/,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 883 159,8
ALF,2004-2-10,Not Applic,No,http://www.australianleaders.com.au,"Level 23, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9252 0225,(02) 9252 1220,8
AUZ,2001-9-28,Materials,No,http://www.australianmines.com.au,"Level 34, 1 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",+61 7 3184 9184,+61 7 3341 4581,1
AQC,1999-12-17,Materials,No,http://www.aqcltd.com,"Level 36, 71 Eagle St, BRISBANE, QLD, AUSTRALIA, 4000",+61 7 3221 0679,+61 7 3229 9323,24
API,1997-6-16,Health Care Equipment & Services,No,http://www.api.net.au,"Level 5, 250 Camberwell Road, CAMBERWELL, VIC, AUSTRALIA, 3124",(03) 8855 3000,(03) 8855 3402,8
APC,2011-12-20,Materials,No,http://www.australianpotash.com.au,"Suite 31, 22 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9322 1003,(08) 9389 2199,3
APH,2003-12-23,"Food, Beverage & Tobacco",No,http://www.ausprimaryhemp.com.au,"Level 4, 96-100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",03 9692 7222,TBA,27
ARC,2000-4-14,Diversified Financials,No,http://www.ruralcapital.com.au,"c/- Broadley Rees Hogan, Level 24, 111 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3223 9170,(07) 3221 5518,8
ASQ,2007-10-22,Materials,No,http://www.bauxiteresources.com.au,"Suite 10, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9200 8200,+61 8 9200 8299,3
ASM,,Class Pend,No,http://www.asm-au.com,"G 89-91 Burswood Road, BURSWOOD, WA, AUSTRALIA, 6100",(08) 9227 5677,-,1
AUI,1974-1-1,Not Applic,No,http://www.aui.com.au,"Level 20, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9654 0499,03 9654 3499,23
AYU,2011-4-19,Not Applic,No,http://www.australianunity.com.au,"Level 15, 271 Spring Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8682 5000,(03) 8682 6699,27
AOF,2016-6-20,Real Estate,No,http://www.australianunityofficefund.com.au,"114 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",132939,-,8
AVL,2007-2-21,Materials,No,http://www.australianvanadium.com.au,"Level 1, 85 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9321 5594,08 6268 2699,3
AVG,1992-3-26,"Food, Beverage & Tobacco",No,http://www.australianvintage.com.au,"275 Sir Donald Bradman Drive, COWANDILLA, SA, AUSTRALIA, 5033",08 8172 8333,08 8172 8399,18
ATS,2016-7-25,Energy,No,http://www.australisoil.com,"Level 29, 77 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 9220 8700,08 9220 8799,16
ANS,1993-11-4,Materials,No,http://aust-sino.com/,"Level 5, 35 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6460 0250,+61 8 6460 0254,3
ABA,1994-9-19,Banks,No,http://www.auswidebank.com.au,"Floor 5, 16 - 20 Barolin Street, BUNDABERG, QLD, AUSTRALIA, 4670",1300 138 831,(07) 4152 3499,15
AUT,2005-9-21,Materials,No,http://www.autecominerals.com.au,"Suite 3, Level 3, 24 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",61 8 9220 9030,-,16
AIY,1999-3-19,Not Applic,No,http://www.authorisedinvestment.com.au,"Level 40, 140 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 90988624,(03) 90988624,19
ASG,2016-11-16,Retailing,No,http://www.autosportsgroup.com.au,"565 Parramatta Road, LEICHHARDT, NSW, AUSTRALIA, 2040",(02) 8753 2873,-,23
AVA,2015-5-11,Technology Hardware & Equipment,No,http://www.theavagroup.com,"10 Hartnett Close, MULGRAVE, VIC, AUSTRALIA, 3170",(03) 9590 3100,(03) 9560 8000,8
AVE,1993-8-9,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://avecho.com.au/,"Unit A8, 2A Westall Road, CLAYTON, VIC, AUSTRALIA, 3168",03 9002 5000,03 9002 5000,19
AEV,2006-10-10,Materials,No,http://www.avenira.com,"Suite 19 / 100 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",08 9264 7000,08 9264 7099,16
AVN,2015-10-16,Real Estate,No,http://aventusproperty.com.au,"Level 33, Governor Macquarie Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9285 6700,-,23
AVW,2013-1-9,Materials,No,http://www.mgt.net.au,"Suite 1305, Level 13, 109 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9262 1122,(02) 9299 5175,15
AVH,2020-6-24,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.avitamedical.com,"C/- Corporate Creations Network, Inc., S, NEW CASTLE COUNTY, DEL, UNITED STATES OF AMERICA, 19810",+ 1 661 367-9178,-,16
AVJ,1994-1-27,Real Estate,No,http://www.avjennings.com.au,"Level 4, 108 Power Street, HAWTHORN, VIC, AUSTRALIA, 3122",03 8888 4800,03 9819 0626,27
AVZ,2007-9-14,Materials,No,http://www.avzminerals.com.au,"Level 2,, 8 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6117 9397,+61 8 6117 9330,4
AWN,2003-6-4,Capital Goods,No,http://www.arowanainternational.com,"Level 11, 153 Walker Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 8083 9800,(02) 9279 0664,8
AVQ,2006-11-10,Materials,No,http://www.axiom-mining.com,"c/- Boase Cohen & Collins Solicitors, 2303-7 Dominion Centre, 43-59 Queens Road East, HONG KONG, ., HONG KONG, .",(07) 3319 4100,(07) 3839 4386,15
AXI,1997-1-31,Real Estate,No,http://www.axiompl.com.au,"Level 1, 20 Leigh Street, ADELAIDE, SA, AUSTRALIA, 5000",+61 8 8120 2400,+61 8 8423 4500,18
AZV,2004-9-24,Health Care Equipment & Services,No,http://www.azurehealthcare.com.au,"Unit 1, 31 Sabre Drive, PORT MELBOURNE, VIC, AUSTRALIA, 3207",(03) 9209 9600,(03) 9209 9699,19
AZS,2003-12-16,Materials,No,http://www.azureminerals.com.au/,"Level 1, 34 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9481 2555,08 9485 1290,16
BBN,2015-10-14,Retailing,No,http://www.babybunting.com.au,"955 Taylors Road, DANDENONG SOUTH, VIC, AUSTRALIA, 3175",03 8795 8113,03 8795 8105,19
BPP,1996-12-13,Capital Goods,No,http://www.babylonpumpandpower.com,"74 Harrison Road, FORRESTFIELD, WA, AUSTRALIA, 6058",(08) 9454 6309,-,3
BTI,2014-11-21,Diversified Financials,No,http://www.bailador.com.au,"Suite 3 Level 20, 20 Bond St, SYDNEY, NSW, AUSTRALIA, 2000",02 9223 2344,-,23
BOQ,1971-8-24,Banks,No,http://www.boq.com.au/,"Level 6, 100 Skyring Terrace, NEWSTEAD, QLD, AUSTRALIA, 4006",07 3212 3333,07 3212 3409,24
BMN,2005-4-28,Energy,No,http://www.bannermanresources.com.au,"Suite 7, 245 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",(08) 9381 1436,(08) 9381 1068,16
BAP,2014-4-24,Retailing,No,http://www.bapcor.com.au,"61-63 Gower Street, PRESTON, VIC, AUSTRALIA, 3072",(03) 9914 5555,(03) 9914 5571,19
BD1,1991-4-18,Health Care Equipment & Services,No,http://www.bard1.com,"Unit B1, Ground Floor, Tempo Building, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9381 9550,+61 8 9388 7559,16
BDC,2007-12-12,Materials,No,http://www.bardocgold.com.au,"130 Stirling Highway, NORTH FREMANTLE, WA, AUSTRALIA, 6159",+61 8 6215 0090,+61 8 6215 0091,16
BAR,2000-12-12,Materials,No,http://www.barraresources.com.au,"Ground Floor, 6 Thelma Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9481 3911,+61 8 9481 3283,3
BSE,2008-10-2,Materials,No,http://www.baseresources.com.au,"Level 1, 50 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9413 7400,(08) 9322 8912,16
BSM,2005-10-20,Materials,No,http://www.bassmetals.com.au,"Level 2, 34 Colin St, WEST PERTH, WA, AUSTRALIA, 6005",+61 7 3221 0783,+61 7 3221 0783,16
BAS,2004-9-30,Energy,No,http://www.bassoil.com.au,"Level 2, 15 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9927 3000,(03) 9614 6533,27
BSR,2008-1-7,Materials,No,http://www.BassariResources.com,"Suite 1204, 530 Little Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",61 3 9629 9925,61 3 9614 0550,27
